title,url,country,visualizationType,thumbnail,author,other
"Update of covid19 in Belgium : with a slow growth rate of the epidemic, saturation may (just) be avoided in hospitals.",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"UPDATED Saturday th Total Conirmed COVID Cases covid coronavirus corona CoronavirusOutbreak covid h…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"USA TopStates Positive Cases NY  NJ  MI  TopStates Deaths NY  NJ  LA  Top …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Useful projects and resources for COVID-19 (2019 novel Coronavirus) ,https://github.com/soroushchehresa/awesome-coronavirus,Global,Tech Support Community,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Font_Awesome_5_brands_github.svg/512px-Font_Awesome_5_brands_github.svg.png,,
"Using tobacco products can increase your chance o getting COVID  Bringing your   to your   can transer the virus…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Using tobacco products can increase your chance o getting COVID  Bringing your to your can transer the virus…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Ventilator Supply Mitigation Strategies: Letter to Health Care Providers,https://www.fda.gov/medical-devices/letters-health-care-providers/ventilator-supply-mitigation-strategies-letter-health-care-providers,USA,Healthcare,https://www.fda.gov/files/styles/featured_content_background_image/public/covid19-graphic-1600x900-updated-3-17-20.jpg?itok=WFAxUZHf,,
Ventilators components to help patients' with COVID19 for their respiratory needs  ,https://no2covid.com/,Belgium,Hardware,https://cdn.shopify.com/s/files/1/0364/8575/9116/files/logo_hires_180x.png?v=1585209336,,
"Viral outbreaks are a act o lie How much damage they do is something we can inluence I thank thecou…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Visit my little shop to ly dierent skies Please RT    jewelry jewelryonetsy etsy Canada …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Visit my little shop to ly dierent skies Please RT    jewelry jewelryonetsy etsy…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We call on countries to work with companies to increase production ensure the ree movement o essential health…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We constantly review amp update our guidance as we learn more amp we are working to adapt it or speciic contexts…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We continue to be encouraged by the signs o global solidarity to conront amp overcome this common threat  The com…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We have never done this beore Inside NYs grid lockdownCOVID COVID energy""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We recommend handwashing amp physical distancing but we recognize this can be a practical challenge or those who…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We understand that many countries are implementing measures that restrict the movement o people  In implementing…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We’re also continuing to study the evidence about the use o masks  WHO’s priority is that rontline…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We’re also delighted to report that the COVID Solidarity Fund has now received donations o more than USD M…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We’re also working hard with researchers all over the   to generate the evidence about which medicines are most e…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"We’re very grateul to the many countries amp oundations who have contributed more than USD M have been receive…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"West Midlands pulls together during the coronavirus crisis coronavirus COVID COVID   …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"When coughing or sneezing all members o a household with people with suspected or conirmed COVID should cover…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"When healthworkers are at risk we’re all at risk Health workers in low amp middleincome countries deserve the…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"When we connect in a single thought and goal “as one man with one heart” we build a ield o love and gain the st…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"When we start relating positively to each other creating an environment o mutual support and encouragement we will create…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"While dealing with tremendous health needs during COVID outbreak countries must not orget to  Keep the high…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"While our egoistic quality increasingly clashes with nature’s altruistic quality we experience more and more blows…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"While relatively lower numbers o conirmed COVID cases have been reported rom Arica and rom Central and So…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
while the people o iran are struggling against covid the regime is embezzling international aid selling needed suppl,https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"While we all work together to stop COVID pandemic countries must not orget to minimise potential impacts on o…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"While we have been placed in social distancing conditions around the world we can indeed contemplate on how equal we all ar…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"While we have been placed in social distancing conditions around the world we can indeed contemplate on how equal we all ar…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"WHO andight COVID misinormation with interactive chatbot in multiple languages   …""",https://twitter.com,<Unknown>,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"WHO develops guidance based on the totality o evidence collected rom around the world Every day our sta talk…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,Imperial College,
"WHO has published guidelines to help countries balance the demands o responding directly to COVID while maint…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,Tech Book,
"WHO has shipped almost M individual items o protective gear tocountries that need it most amp we’re preparing…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,phildini ,
"WHO is continuing to support all countries in the response  We’ve published more thanguidance documents on ou…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,Tomas Pueyo,
"Whoa gt France has evacuated some COVID patients rom their worsthit region via a specialized highspeed train outitt…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,JH University,
"Whoa gt France has evacuated some COVID patients rom their worsthit region via a specialized highspeed train outitt…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,Norrsken & Dagens Industri,
"Whoa gt France has evacuated some COVID patients rom their worsthit region via a specialized highspeed train outitt…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,Coeo Labs,
"Whoa gt France has evacuated some COVID patients rom their worsthit region via a specialized highspeed train outitt…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to de…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,Midas,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Whooping cough killed approxchildren a year in the early s — until thesewomen worked overtime to develop a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,"Peter Vandenabeele, Kris Peeters",
"WIN A FREE ITEM gt Comment StayHomeSaveLives to enter the competition  Winners will be announced tomorrow Shirts gt htt…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"WIN A FREE ITEM gt Comment StayHomeSaveLives to enter the competition  Winners will be announced tomorrow Shirts gt htt…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"WIN A FREE ITEM gt Comment StayHomeSaveLives to enter the competition  Winners will be announced tomorrow Shirts gt htt…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Women’s strengths should be directed in such a way where through emale unity they could contribute to society’s p…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"WOW CBS CAUGHT RED HANDED FAKING CORONAVIRUS FOOTAGE  Coronavirustruth coronavirus CoronaH…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Yesterday I had the honour o addressing an extraordinary meeting o leaders rom thecountries My mess…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Yesterday I sent a tweet with a single word humility Some people asked me why  COVID is reminding us how vu…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Yesterday our latest eBook Genetic Analysis o the COVID Virus and Other Pathogens was released Read about it on…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Yesterday our latest eBook Genetic Analysis o the COVID Virus and Other Pathogens was released Read about it…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"You asked or this one This video helps you visualize the severity o the coronavirus in dierent countries covi…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"You may catch COVID and be at risk o becoming severely ill i youve a noncommunicable diseasea preexisting…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
